name,description,manufacturer,brand,class_name,unit_cost,unit_price,product_id,product_sub_cat_fkey
Adventure Works Laptop12 M1201 Silver,"80GB hard drive, 512MB memory",Adventure Works,Adventure Works,Regular,195.24,382.95,376,15
Adventure Works Laptop16 M1601 Silver,"180 GB hard drive, 2 GB RAM 16-inches LCD",Adventure Works,Adventure Works,Regular,275.46,599.00,377,15
Adventure Works Laptop15.4W M1548 Silver,"15.4-Inches widescreen TFT LCD display, 1280x800 resolutions",Adventure Works,Adventure Works,Regular,348.58,758.00,378,15
Adventure Works Laptop8.9 E0890 Silver,"1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Adventure Works,Adventure Works,Economy,166.20,326.00,379,15
Adventure Works Laptop19W X1980 Red,"320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Adventure Works,Adventure Works,Deluxe,430.38,1299.00,380,15
Adventure Works Laptop15 M1501 Red,"15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Adventure Works,Adventure Works,Regular,321.44,699.00,381,15
Adventure Works Laptop12 M1201 Red,"80GB hard drive, 512MB memory",Adventure Works,Adventure Works,Regular,195.24,382.95,382,15
Adventure Works Laptop16 M1601 Red,"180 GB hard drive, 2 GB RAM 16-inches LCD",Adventure Works,Adventure Works,Regular,275.46,599.00,383,15
Adventure Works Laptop15.4W M1548 Red,"15.4-Inches widescreen TFT LCD display, 1280x800 resolutions",Adventure Works,Adventure Works,Regular,348.58,758.00,384,15
Adventure Works Laptop8.9 E0890 Red,"1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Adventure Works,Adventure Works,Economy,166.20,326.00,385,15
Adventure Works Laptop19W X1980 Blue,"320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Adventure Works,Adventure Works,Deluxe,430.38,1299.00,386,15
Adventure Works Laptop15 M1501 Blue,"15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Adventure Works,Adventure Works,Regular,321.44,699.00,387,15
Adventure Works Laptop12 M1201 Blue,"80GB hard drive, 512MB memory",Adventure Works,Adventure Works,Regular,195.24,382.95,388,15
Adventure Works Laptop16 M1601 Blue,"180 GB hard drive, 2 GB RAM 16-inches LCD",Adventure Works,Adventure Works,Regular,275.46,599.00,389,15
WWI Laptop19W X0196 Black,"320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Wide World Importers,Wide World Importers,Deluxe,430.38,1299.00,390,15
WWI Laptop15 M0150 Black,"15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Wide World Importers,Wide World Importers,Regular,321.44,699.00,391,15
WWI Laptop12 M0120 Black,"80GB hard drive, 512MB memory",Wide World Importers,Wide World Importers,Regular,195.24,382.95,392,15
WWI Laptop16 M0160 Black,"180 GB hard drive, 2 GB RAM 16-inches LCD",Wide World Importers,Wide World Importers,Regular,275.46,599.00,393,15
WWI Laptop15.4W M0156 Black,"15.4-Inches widescreen TFT LCD display, 1280x800 resolutions",Wide World Importers,Wide World Importers,Regular,348.58,758.00,394,15
WWI Laptop8.9 E0089 Black,"1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Wide World Importers,Wide World Importers,Economy,166.20,326.00,395,15
WWI Laptop19W X0196 White,"320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Wide World Importers,Wide World Importers,Deluxe,430.38,1299.00,396,15
WWI Laptop15 M0150 White,"15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Wide World Importers,Wide World Importers,Regular,321.44,699.00,397,15
WWI Laptop12 M0120 White,"80GB hard drive, 512MB memory",Wide World Importers,Wide World Importers,Regular,195.24,382.95,398,15
WWI Laptop16 M0160 White,"180 GB hard drive, 2 GB RAM 16-inches LCD",Wide World Importers,Wide World Importers,Regular,275.46,599.00,399,15
WWI Laptop15.4W M0156 White,"15.4-Inches widescreen TFT LCD display, 1280x800 resolutions",Wide World Importers,Wide World Importers,Regular,348.58,758.00,400,15
WWI Laptop8.9 E0089 White,"1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)",Wide World Importers,Wide World Importers,Economy,166.20,326.00,401,15
WWI Laptop19W X0196 Blue,"320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio",Wide World Importers,Wide World Importers,Deluxe,430.38,1299.00,402,15
WWI Laptop15 M0150 Blue,"15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM",Wide World Importers,Wide World Importers,Regular,321.44,699.00,403,15
Proseware Laptop19 X910 Black,"320 GB hard drive, 4 GB RAM 19-inches LCD","Proseware, Inc.",Proseware,Deluxe,430.38,1299.00,404,15
Proseware Laptop15 M510 Black,"15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM","Proseware, Inc.",Proseware,Regular,321.44,699.00,405,15
Proseware Laptop12 M210 Black,"80GB hard drive, 512MB memory","Proseware, Inc.",Proseware,Regular,195.24,382.95,406,15
Proseware Laptop16 M610 Black,"180 GB hard drive, 2 GB RAM 16-inches LCD","Proseware, Inc.",Proseware,Regular,275.46,599.00,407,15
Proseware Laptop15.4W M518 Black,"15.4-Inches widescreen TFT LCD display, 1280x800 resolutions","Proseware, Inc.",Proseware,Regular,348.58,758.00,408,15
Proseware Laptop8.9 E089 Black,"1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)","Proseware, Inc.",Proseware,Economy,166.20,326.00,409,15
Proseware Laptop19W X910 White,"320 GB hard drive, 4 GB RAM 19-inches widescreen LCD with perfect 16:9 aspect ratio","Proseware, Inc.",Proseware,Deluxe,430.38,1299.00,410,15
Proseware Laptop15 M510 White,"15-inches screen, 60 GB hard drive, 128 MB of RAM (512 MB maximum), DVD-ROM","Proseware, Inc.",Proseware,Regular,321.44,699.00,411,15
Proseware Laptop12 M210 White,"80GB hard drive, 512MB memory","Proseware, Inc.",Proseware,Regular,195.24,382.95,412,15
Proseware Laptop16 M610 White,180 GB hard drive.2 GB RAM.16-inch LCD.,"Proseware, Inc.",Proseware,Regular,275.46,599.00,413,15
Proseware Laptop15.4W M518 White,"15.4-inch Widescreen TFT LCD display, 1280x800 resolutions","Proseware, Inc.",Proseware,Regular,348.58,758.00,414,15
Proseware Laptop8.9 E089 White,"1GB DDR2 SDRAM, 160GB hard drive (2.2 pounds)","Proseware, Inc.",Proseware,Economy,166.20,326.00,415,15
Adventure Works Desktop PC2.33 XD233 Silver,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Adventure Works,Adventure Works,Deluxe,321.05,969.00,416,17
Adventure Works Desktop PC2.30 MD230 Silver,"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",Adventure Works,Adventure Works,Regular,275.46,599.00,417,17
Adventure Works Desktop PC1.60 ED160 Silver,"1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",Adventure Works,Adventure Works,Economy,137.63,269.95,418,17
Adventure Works Desktop PC1.80 ED180 Silver,"1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",Adventure Works,Adventure Works,Regular,188.13,369.00,419,17
Adventure Works Desktop PC1.80 ED182 Silver,"1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",Adventure Works,Adventure Works,Regular,254.86,499.90,420,17
Adventure Works Desktop PC3.0 MS300 Silver,"3.0GHz processor, 4GB DDR2 SDRAM memory, 500GB 7200RPM hard drive, 19 inch LCD flat monitors",Adventure Works,Adventure Works,Regular,215.68,469.00,421,17
Adventure Works Desktop PC2.33 XD233 Black,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Adventure Works,Adventure Works,Deluxe,321.05,969.00,422,17
Adventure Works Desktop PC2.30 MD230 Black,"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",Adventure Works,Adventure Works,Regular,275.46,599.00,423,17
Adventure Works Desktop PC1.60 ED160 Black,"1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",Adventure Works,Adventure Works,Economy,137.63,269.95,424,17
Adventure Works Desktop PC1.80 ED180 Black,"1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",Adventure Works,Adventure Works,Regular,188.13,369.00,425,17
Adventure Works Desktop PC1.80 ED182 Black,"1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",Adventure Works,Adventure Works,Regular,254.86,499.90,426,17
Adventure Works Desktop PC3.0 MS300 Black,"3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inches LCD flat monitors",Adventure Works,Adventure Works,Regular,215.68,469.00,427,17
Adventure Works Desktop PC2.33 XD233 Brown,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Adventure Works,Adventure Works,Deluxe,321.05,969.00,428,17
Adventure Works Desktop PC2.30 MD230 Brown,"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",Adventure Works,Adventure Works,Regular,275.87,599.90,429,17
Adventure Works Desktop PC1.60 ED160 Brown,"1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",Adventure Works,Adventure Works,Economy,137.63,269.95,430,17
Adventure Works Desktop PC1.80 ED180 Brown,"1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",Adventure Works,Adventure Works,Regular,188.13,369.00,431,17
Adventure Works Desktop PC1.80 ED182 Brown,"1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive",Adventure Works,Adventure Works,Regular,254.86,499.90,432,17
Adventure Works Desktop PC2.33 XD233 White,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Adventure Works,Adventure Works,Deluxe,321.05,969.00,433,17
Adventure Works Desktop PC2.30 MD230 White,"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",Adventure Works,Adventure Works,Regular,275.46,599.00,434,17
Adventure Works Desktop PC1.60 ED160 White,"1.60GHz dual processor, 1GB DDR2 memory, 30GB 5400RPM hard drive",Adventure Works,Adventure Works,Economy,137.63,269.95,435,17
Adventure Works Desktop PC1.80 ED180 White,"1.80GHz dual processor, 1GB DDR2 memory, 320GB 5400RPM hard drive",Adventure Works,Adventure Works,Regular,188.13,369.00,436,17
Adventure Works Desktop PC1.80 ED182 White,"1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive",Adventure Works,Adventure Works,Regular,254.86,499.90,437,17
WWI Desktop PC2.33 X2330 Silver,"2.33GHz dual processor, 750GB 7200RPM hard drive, 19” widescreen LCD monitors",Wide World Importers,Wide World Importers,Deluxe,304.48,919.00,438,17
WWI Desktop PC2.30 M2300 Brown,"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 4MB L2 Cache",Wide World Importers,Wide World Importers,Regular,257.06,559.00,439,17
WWI Desktop PC1.60 E1600 Silver,"1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive",Wide World Importers,Wide World Importers,Economy,112.14,219.95,440,17
WWI Desktop PC1.80 E1800 Brown,"1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive",Wide World Importers,Wide World Importers,Economy,117.21,229.90,441,17
WWI Desktop PC1.80 E1801 Silver,"1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",Wide World Importers,Wide World Importers,Economy,137.60,269.90,442,17
WWI Desktop PC3.0 M0300 Silver,"3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inch LCD flat monitors",Wide World Importers,Wide World Importers,Regular,160.49,349.00,443,17
WWI Desktop PC2.33 X2330 Black,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Wide World Importers,Wide World Importers,Deluxe,304.48,919.00,444,17
WWI Desktop PC2.30 M2300 Black,"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",Wide World Importers,Wide World Importers,Regular,257.06,559.00,445,17
WWI Desktop PC1.60 E1600 Black,"1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive",Wide World Importers,Wide World Importers,Economy,112.14,219.95,446,17
WWI Desktop PC1.80 E1800 Black,"1.80GHz dual processor, 2GB DDR2 memory, 320GB 5400RPM hard drive",Wide World Importers,Wide World Importers,Economy,117.21,229.90,447,17
WWI Desktop PC1.80 E1801 Black,"1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",Wide World Importers,Wide World Importers,Economy,137.60,269.90,448,17
WWI Desktop PC3.0 M0300 Black,"3.0GHz processor, 4 GB DDR2 SDRAM memories, 500GB 7200RPM hard drive, 19 inches LCD flat monitors",Wide World Importers,Wide World Importers,Regular,160.49,349.00,449,17
WWI Desktop PC2.33 X2330 Brown,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Wide World Importers,Wide World Importers,Deluxe,304.48,919.00,450,17
WWI Desktop PC2.30 M2300 Silver,"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",Wide World Importers,Wide World Importers,Regular,257.06,559.00,451,17
WWI Desktop PC1.60 E1600 Red,"1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive",Wide World Importers,Wide World Importers,Economy,112.14,219.95,452,17
WWI Desktop PC1.80 E1800 Silver,"1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive",Wide World Importers,Wide World Importers,Economy,117.21,229.90,453,17
WWI Desktop PC1.80 E1801 Brown,"1.80GHz dual processor, 4GB DDR2 memory, 400GB 7200RPM hard drive",Wide World Importers,Wide World Importers,Economy,137.60,269.90,454,17
WWI Desktop PC2.33 X2330 White,"2.33GHz dual processor, 4MB L2 cache, 750GB 7200RPM hard drive",Wide World Importers,Wide World Importers,Deluxe,304.48,919.00,455,17
WWI Desktop PC2.30 M2300 White,"2.3GHz dual processor, 4 GB DDR2 SDRAM memories, 19"" widescreen LCD monitors",Wide World Importers,Wide World Importers,Regular,257.06,559.00,456,17
WWI Desktop PC1.60 E1600 White,"1.60GHz dual processor, 2GB DDR2 memories, 30GB 5400RPM hard drive",Wide World Importers,Wide World Importers,Economy,112.14,219.95,457,17
WWI Desktop PC1.80 E1800 White,"1.80GHz dual processor, 2GB DDR2 memories, 320GB 5400RPM hard drive",Wide World Importers,Wide World Importers,Economy,117.21,229.90,458,17
WWI Desktop PC1.80 E1801 White,"1.80GHz dual processor, 4GB DDR2 memories, 400GB 7200RPM hard drive",Wide World Importers,Wide World Importers,Economy,137.60,269.90,459,17
WWI Desktop PC1.80 E1802 White,"1.80GHz dual processor, 4GB DDR2 memory, 500GB 7200RPM hard drive",Wide World Importers,Wide World Importers,Economy,152.90,299.90,460,17
Proseware LCD24 X300 Black,"24 inches HD display, 160° horizontal and vertical viewing angles","Proseware, Inc.",Proseware,Deluxe,271.35,819.00,461,18
Proseware LCD24W X300 Black,"24 widescreen HD display, 1920 x 1200 maximum resolutions","Proseware, Inc.",Proseware,Deluxe,287.92,869.00,462,18
Proseware LCD22 M2000 Black,"22"" screen LCD, Resolution -1680 x 1050","Proseware, Inc.",Proseware,Regular,205.09,619.00,463,18
Proseware LCD22W M2001 Black,"22"" wide screen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness","Proseware, Inc.",Proseware,Regular,224.97,679.00,464,18
Proseware LCD20 M200 Black,"Screen size: 20"", response time: 5ms, brightness: 300cd/m2","Proseware, Inc.",Proseware,Regular,119.11,259.00,465,18
Proseware LCD20W M230 Black,"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1","Proseware, Inc.",Proseware,Regular,128.30,279.00,466,18
Proseware LCD19 E1000 Black,"19-inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time","Proseware, Inc.",Proseware,Economy,63.92,139.00,467,18
Proseware LCD19W M100 Black,19 inches widescreen LCD monitor 300cd/m2 (typical) brightness,"Proseware, Inc.",Proseware,Regular,82.32,179.00,468,18
Proseware LCD17 E200 Black,"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms","Proseware, Inc.",Proseware,Economy,50.47,99.00,469,18
Proseware LCD17W E202 Black,17 inches widescreen LCD monitor 300cd/m2 (typical) brightness,"Proseware, Inc.",Proseware,Economy,65.77,129.00,470,18
Proseware LCD15 E103 Black,"Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch","Proseware, Inc.",Proseware,Economy,50.47,99.00,471,18
Proseware CRT19 E201 Black,Reduces VLF/ELF radiation by up to 99.5%,"Proseware, Inc.",Proseware,Economy,35.18,69.00,472,18
Proseware CRT17 E104 Black,Safely prevents static while eliminating up to 95% of screen glare,"Proseware, Inc.",Proseware,Economy,30.08,59.00,473,18
Proseware CRT15 E10 Black,Reduces VLF/ELF radiation by up to 99.5%,"Proseware, Inc.",Proseware,Economy,24.98,49.00,474,18
Proseware LCD24 X300 White,"24 Inch HD display, 160° horizontal and vertical viewing angles","Proseware, Inc.",Proseware,Deluxe,271.35,819.00,475,18
Proseware LCD24W X300 White,"24 widescreen HD display, 1920 x 1200 maximum resolution","Proseware, Inc.",Proseware,Deluxe,287.92,869.00,476,18
Proseware LCD22 M2000 White,"22"" Screen LCD, resolution - 1680 x 1050","Proseware, Inc.",Proseware,Regular,205.09,619.00,477,18
Proseware LCD22W M2001 White,"22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness","Proseware, Inc.",Proseware,Regular,224.97,679.00,478,18
Proseware LCD20 M200 White,"Screen size: 20"", response time: 5ms, brightness: 300cd/m2","Proseware, Inc.",Proseware,Regular,119.11,259.00,479,18
Proseware LCD20W M230 White,"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1","Proseware, Inc.",Proseware,Regular,128.30,279.00,480,18
Proseware LCD19 E1000 White,"19-inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time","Proseware, Inc.",Proseware,Economy,63.92,139.00,481,18
Proseware LCD19W M100 White,19 inches widescreen LCD monitor 300cd/m2 (typical) brightness,"Proseware, Inc.",Proseware,Regular,82.32,179.00,482,18
Proseware LCD17 E200 White,"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms","Proseware, Inc.",Proseware,Economy,50.47,99.00,483,18
Proseware LCD17W E202 White,17 inches widescreen LCD monitor 300cd/m2 (typical) brightness,"Proseware, Inc.",Proseware,Economy,65.77,129.00,484,18
Proseware LCD15 E103 White,"Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch","Proseware, Inc.",Proseware,Economy,50.47,99.00,485,18
Proseware CRT19 E201 White,Reduces VLF/ELF radiation by up to 99.5%,"Proseware, Inc.",Proseware,Economy,35.18,69.00,486,18
Proseware CRT17 E104 White,Safely prevents static while eliminating up to 95% of screen glare,"Proseware, Inc.",Proseware,Economy,30.08,59.00,487,18
Proseware CRT15 E10 White,Reduces VLF/ELF radiation by up to 99.5%,"Proseware, Inc.",Proseware,Economy,24.98,49.00,488,18
Adventure Works LCD24 X300 Black,"24 Inch HD display, 160° horizontal and vertical viewing angles",Adventure Works,Adventure Works,Deluxe,271.35,819.00,489,18
Adventure Works LCD24W X300 Black,"24 widescreen HD display, 1920 x 1200 maximum resolutions",Adventure Works,Adventure Works,Deluxe,287.92,869.00,490,18
Adventure Works LCD22 M200 Black,"22"" Screen LCD, resolution - 1680 x 1050",Adventure Works,Adventure Works,Regular,205.09,619.00,491,18
Adventure Works LCD22W M200 Black,"22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",Adventure Works,Adventure Works,Regular,224.97,679.00,492,18
Adventure Works LCD20 M210 Black,"Screen size: 20"", response time: 5ms,  brightness: 300cd/m2",Adventure Works,Adventure Works,Regular,119.11,259.00,493,18
Adventure Works LCD20W M240 Black,"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1",Adventure Works,Adventure Works,Regular,128.30,279.00,494,18
Adventure Works LCD19 E108 Black,"19inches TFT LCD.300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",Adventure Works,Adventure Works,Economy,70.87,139.00,495,18
Adventure Works LCD19W M100 Black,19 inches widescreen LCD monitor 300cd/m2 (typical) brightness,Adventure Works,Adventure Works,Regular,82.32,179.00,496,18
Adventure Works LCD17 E200 Black,"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms",Adventure Works,Adventure Works,Economy,50.47,99.00,497,18
Adventure Works LCD17W E203 Black,17 inches widescreen LCD monitor 300cd/m2 (typical) brightness,Adventure Works,Adventure Works,Economy,65.77,129.00,498,18
Adventure Works LCD15 E100 Black,"Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",Adventure Works,Adventure Works,Economy,50.47,99.00,499,18
Adventure Works CRT19 E10 Black,Reduces VLF/ELF radiation by up to 99.5%,Adventure Works,Adventure Works,Economy,22.86,69.00,500,18
Adventure Works CRT17 E105 Black,Safely prevents static while eliminating up to 95% of screen glare,Adventure Works,Adventure Works,Economy,30.08,59.00,501,18
Adventure Works CRT15 E101 Black,Reduces VLF/ELF radiation by up to 99.5%,Adventure Works,Adventure Works,Economy,29.82,90.00,502,18
Adventure Works LCD24 X300 White,"24 inches HD display, 160° horizontal and vertical viewing angles",Adventure Works,Adventure Works,Deluxe,271.35,819.00,503,18
Adventure Works LCD24W X300 White,"24 inches widescreen HD display, 1920 x 1200 maximum resolutions",Adventure Works,Adventure Works,Deluxe,287.92,869.00,504,18
Adventure Works LCD22 M200 White,"22"" Screen LCD, resolution - 1680 x 1050",Adventure Works,Adventure Works,Regular,205.09,619.00,505,18
Adventure Works LCD22W M200 White,"22"" wide screen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",Adventure Works,Adventure Works,Regular,224.97,679.00,506,18
Adventure Works LCD20 M210 White,"Screen size: 20"", response time: 5ms, brightness: 300cd/m2",Adventure Works,Adventure Works,Regular,119.11,259.00,507,18
Adventure Works LCD20W M240 White,"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1",Adventure Works,Adventure Works,Regular,128.30,279.00,508,18
Adventure Works LCD19 E108 White,"19 inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",Adventure Works,Adventure Works,Economy,70.87,139.00,509,18
Adventure Works LCD19W M100 White,"19 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",Adventure Works,Adventure Works,Regular,82.32,179.00,510,18
Adventure Works LCD17 E200 White,"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024. response time: 5ms",Adventure Works,Adventure Works,Economy,50.47,99.00,511,18
Adventure Works LCD17W E203 White,"17 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",Adventure Works,Adventure Works,Economy,65.77,129.00,512,18
Adventure Works LCD15 E100 White,"Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",Adventure Works,Adventure Works,Economy,50.47,99.00,513,18
Adventure Works CRT19 E10 White,Reduces VLF/ELF radiation by up to 99.5%,Adventure Works,Adventure Works,Economy,22.86,69.00,514,18
Adventure Works CRT17 E105 White,Safely prevents static while eliminating up to 95% of screen glare,Adventure Works,Adventure Works,Economy,30.08,59.00,515,18
Adventure Works CRT15 E101 White,Reduces VLF/ELF radiation by up to 99.5%,Adventure Works,Adventure Works,Economy,29.82,90.00,516,18
WWI LCD24 X300 Black,"24 inches HD display, 160° horizontal and vertical viewing angles",Wide World Importers,Wide World Importers,Deluxe,271.35,819.00,517,18
WWI LCD24W X300 Black,"24 widescreen HD display, 1920 x 1200 maximum resolutions",Wide World Importers,Wide World Importers,Deluxe,287.92,869.00,518,18
WWI LCD22 M2002 Black,"22"" Screen LCD, resolution - 1680 x 1050",Wide World Importers,Wide World Importers,Regular,205.09,619.00,519,18
WWI LCD22W M2003 Black,"22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",Wide World Importers,Wide World Importers,Regular,224.97,679.00,520,18
WWI LCD20 M220 Black,"Screen size: 20"", response time: 5ms, brightness: 300cd/m2",Wide World Importers,Wide World Importers,Regular,119.11,259.00,521,18
WWI LCD20W M250 Black,"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1",Wide World Importers,Wide World Importers,Regular,128.30,279.00,522,18
WWI LCD19 E107 Black,"19 inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",Wide World Importers,Wide World Importers,Economy,70.87,139.00,523,18
WWI LCD19W M100 Black,"19 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",Wide World Importers,Wide World Importers,Regular,82.32,179.00,524,18
WWI LCD17 E200 Black,"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms",Wide World Importers,Wide World Importers,Economy,50.47,99.00,525,18
WWI LCD17W E200 Black,"17 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",Wide World Importers,Wide World Importers,Economy,65.77,129.00,526,18
WWI CRT17 E106 Black,"Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",Wide World Importers,Wide World Importers,Economy,50.47,99.00,527,18
WWI LCD24 X300 White,"24 inches HD display, 160° horizontal and vertical viewing angles",Wide World Importers,Wide World Importers,Deluxe,271.35,819.00,528,18
WWI LCD24W X300 White,"24 widescreen HD display, 1920 x 1200 maximum resolution",Wide World Importers,Wide World Importers,Deluxe,287.92,869.00,529,18
WWI LCD22 M2002 White,"22"" Screen LCD, resolution - 1680 x 1050",Wide World Importers,Wide World Importers,Regular,205.09,619.00,530,18
WWI LCD22W M2003 White,"22"" widescreen LCD, 0.285mm x 0.285mm pixel pitch, 300cd/m2 (typical) brightness",Wide World Importers,Wide World Importers,Regular,224.97,679.00,531,18
WWI LCD20 M220 White,"Screen size: 20"", response time: 5ms, brightness: 300cd/m2",Wide World Importers,Wide World Importers,Regular,119.11,259.00,532,18
WWI LCD20W M250 White,"20"" widescreen 1600 x 900 VGA, brightness: 250cd/m2, contrast ratio: 10000:1",Wide World Importers,Wide World Importers,Regular,128.30,279.00,533,18
WWI LCD19 E107 White,"19 inches TFT LCD, 300cd/m2 brightness, 2000:1 dynamic contrast ratio, 5 ms response time",Wide World Importers,Wide World Importers,Economy,70.87,139.00,534,18
WWI LCD19W M100 White,"19 inches widescreen LCD monitor, 300cd/m2 (typical) brightness",Wide World Importers,Wide World Importers,Regular,82.32,179.00,535,18
WWI LCD17 E205 White,"Size/Type: 17"" TFT LCD, maximum resolution: 1280 x 1024, response time: 5ms",Wide World Importers,Wide World Importers,Economy,50.47,99.00,536,18
WWI LCD17W E200 White,"17 inch widescreen LCD monitor, 300cd/m2 (typical) brightness",Wide World Importers,Wide World Importers,Economy,65.77,129.00,537,18
WWI CRT17 E106 White,"Wide viewing angle of 100° vertical and 120° horizontal, dot pitch: 0.297 mm pixel pitch",Wide World Importers,Wide World Importers,Economy,50.47,99.00,538,18
Proseware Projector 1080p LCD86 Black,"1080p high definition projector, 1200 ANSI lumens, 14,000:1 contrast ratio, 2 HDMI inputs","Proseware, Inc.",Proseware,Deluxe,760.38,2295.00,539,19
